"casenum","date","weight_","hhcode","pid","s1_2q3","s1_2q4","s1_2q5","s1_2q6","s1_2q7"
252,"6/16/99",1,530441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
266,"6/16/99",1,530459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
226,"6/16/99",1,530511,4,1,1.79769313486232e+308,1993,9,1.79769313486232e+308
253,"6/16/99",1,530541,5,1,1.79769313486232e+308,1993,1,1.79769313486232e+308
227,"6/16/99",1,530611,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
228,"6/16/99",1,530711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
229,"6/16/99",1,530811,4,1,1.79769313486232e+308,1995,2,1.79769313486232e+308
230,"6/16/99",1,530911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
231,"6/16/99",1,531011,3,5,3,1994,2,1
232,"6/16/99",1,531011,4,5,3,1995,1,1
233,"6/16/99",1,531011,5,5,3,1996,6,1
234,"6/16/99",1,531011,8,5,3,1994,2,4
235,"6/16/99",1,531011,9,5,3,1994,2,4
236,"6/16/99",1,531011,10,5,3,1994,2,4
237,"6/16/99",1,531011,11,5,3,1995,1,4
238,"6/16/99",1,531011,12,5,3,1996,6,1.79769313486232e+308
239,"6/16/99",1,531011,14,5,3,1995,1,4
240,"6/16/99",1,531011,15,2,3,1994,2,4
241,"6/16/99",1,531011,16,5,3,1995,1,4
242,"6/16/99",1,531011,17,5,3,1995,1,4
243,"6/16/99",1,531012,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
244,"6/16/99",1,531013,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
245,"6/16/99",1,531014,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
246,"6/16/99",1,531111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
247,"6/16/99",1,531211,3,1,1.79769313486232e+308,1997,8,1.79769313486232e+308
248,"6/16/99",1,531211,6,2,3,1996,7,4
133,"8/11/99",1,610111,5,1,1.79769313486232e+308,1993,2,1.79769313486232e+308
153,"8/11/99",1,610141,1,1,1.79769313486232e+308,1994,2,1.79769313486232e+308
154,"8/11/99",1,610141,3,5,1,1997,11,1
155,"8/11/99",1,610142,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"8/11/99",1,610151,2,5,3,1993,2,4
165,"8/11/99",1,610151,4,5,3,1993,2,4
156,"8/11/99",1,610241,2,5,1,1994,2,2
157,"8/11/99",1,610241,3,2,3,1993,1,4
158,"8/11/99",1,610241,4,5,1,1996,2,2
159,"8/11/99",1,610241,5,2,3,1995,2,4
160,"8/11/99",1,610242,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"8/11/99",1,610243,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"8/11/99",1,610251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
134,"8/11/99",1,610311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
162,"8/11/99",1,610341,4,2,2,1997,1,4
167,"8/11/99",1,610351,1,1,1.79769313486232e+308,1998,10,1.79769313486232e+308
168,"8/11/99",1,610351,4,5,3,1999,2,1
135,"8/11/99",1,610411,1,1,1.79769313486232e+308,1993,1,1.79769313486232e+308
136,"8/11/99",1,610411,2,2,4,1994,2,4
163,"8/11/99",1,610441,2,1,1.79769313486232e+308,1998,7,1.79769313486232e+308
169,"8/11/99",1,610459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"8/11/99",1,610511,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"8/11/99",1,610611,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"8/11/99",1,610711,1,1,1.79769313486232e+308,1996,1,1.79769313486232e+308
140,"8/11/99",1,610811,3,2,3,1993,1,4
141,"8/11/99",1,610811,9,6,3,1994,2,4
142,"8/11/99",1,610911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"8/11/99",1,611011,3,5,1,1998,12,3
143,"8/11/99",1,611011,4,2,3,1996,3,4
144,"8/11/99",1,611011,6,2,3,1997,8,4
146,"8/11/99",1,611012,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
147,"8/11/99",1,611111,5,2,3,1996,3,4
148,"8/11/99",1,611211,3,5,1,1999,1,1
149,"8/11/99",1,611211,5,5,1,1999,1,1
150,"8/11/99",1,611211,6,2,1,1999,4,4
151,"8/11/99",1,611212,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"8/11/99",1,611213,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
281,"6/20/99",1,620111,3,2,3,1997,1,4
282,"6/20/99",1,620111,6,1,1.79769313486232e+308,1998,10,1.79769313486232e+308
292,"6/20/99",1,620141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
299,"6/20/99",1,620151,1,1,1.79769313486232e+308,1994,2,1.79769313486232e+308
300,"6/20/99",1,620151,3,5,1,1994,8,4
301,"6/20/99",1,620151,4,5,3,1996,1,4
302,"6/20/99",1,620151,5,5,1,1994,8,4
113,"9/10/99",1,620152,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
283,"6/20/99",1,620211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
293,"6/20/99",1,620241,3,2,3,1995,2,4
294,"6/20/99",1,620241,4,2,2,1994,3,4
116,"9/10/99",1,620251,3,5,1,1994,8,4
117,"9/10/99",1,620251,4,5,1,1994,8,4
118,"9/10/99",1,620251,5,5,1,1998,5,4
119,"9/10/99",1,620251,10,5,1,1994,8,4
120,"9/10/99",1,620251,11,5,1,1994,8,4
121,"9/10/99",1,620251,12,5,1,1998,1.79769313486232e+308,4
122,"9/10/99",1,620251,13,5,1,1994,8,4
123,"9/10/99",1,620251,14,5,1,1994,8,4
124,"9/10/99",1,620251,15,5,1,1994,8,4
125,"9/10/99",1,620251,16,5,1,1994,8,4
126,"9/10/99",1,620251,17,5,1,1998,5,4
127,"9/10/99",1,620252,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
129,"9/10/99",1,620253,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
130,"9/10/99",1,620254,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
284,"6/20/99",1,620311,3,6,2,1994,5,4
295,"6/20/99",1,620341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
131,"9/10/99",1,620351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
285,"6/20/99",1,620411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
296,"6/20/99",1,620441,2,4,3,1998,6,4
297,"6/20/99",1,620441,3,6,1,1997,1.79769313486232e+308,4
132,"9/10/99",1,620459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
286,"6/20/99",1,620511,3,5,2,1996,5,4
287,"6/20/99",1,620511,4,2,2,1998,1,4
288,"6/20/99",1,620512,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,"6/20/99",1,620541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"9/10/99",1,620611,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
289,"6/20/99",1,620711,4,2,2,1996,8,4
290,"6/20/99",1,620811,1,1,1.79769313486232e+308,1998,1,1.79769313486232e+308
291,"6/20/99",1,620911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
104,"9/10/99",1,621011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"9/10/99",1,621111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"9/10/99",1,621211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"7/20/99",1,630111,3,2,1,1997,2,4
162,"7/20/99",1,630141,4,1,1.79769313486232e+308,1995,3,1.79769313486232e+308
163,"7/20/99",1,630141,5,2,1,1994,1,1.79769313486232e+308
175,"7/20/99",1,630151,2,1,1.79769313486232e+308,1997,2,1.79769313486232e+308
151,"7/20/99",1,630211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"7/20/99",1,630241,4,5,1,1994,2,1
165,"7/20/99",1,630241,5,5,1,1994,2,4
166,"7/20/99",1,630242,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"7/20/99",1,630251,9,5,1,1996,1.79769313486232e+308,1.79769313486232e+308
177,"7/20/99",1,630251,10,6,3,1996,1.79769313486232e+308,1.79769313486232e+308
178,"7/20/99",1,630252,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"7/28/99",1,630311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
167,"7/20/99",1,630341,3,5,1,1998,2,3
170,"7/20/99",1,630341,5,2,4,1995,8,4
171,"7/20/99",1,630341,6,2,2,1997,5,4
168,"7/20/99",1,630341,13,5,1,1998,2,4
169,"7/20/99",1,630341,14,5,1,1998,2,4
172,"7/20/99",1,630342,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
179,"7/20/99",1,630351,2,5,2,1993,2,1
180,"7/20/99",1,630351,3,5,2,1993,2,1
181,"7/20/99",1,630351,4,5,2,1993,2,1
182,"7/20/99",1,630352,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"7/28/99",1,630411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"7/20/99",1,630441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
183,"7/20/99",1,630459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"7/20/99",1,630511,3,5,1,1998,1,1
153,"7/20/99",1,630511,4,5,1,1998,1,1
154,"7/20/99",1,630512,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"7/20/99",1,630513,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
174,"7/20/99",1,630541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
156,"7/20/99",1,630611,2,2,5,1995,1,4
1.79769313486232e+308,".",1.79769313486232e+308,630711,1,1,1.79769313486232e+308,1994,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,630711,5,3,7,1992,2,4
46,"7/28/99",1,630811,3,3,7,1992,1,4
47,"7/28/99",1,630811,4,3,7,1994,2,4
48,"7/28/99",1,630911,3,2,3,1994,5,4
49,"7/28/99",1,630911,5,1,1.79769313486232e+308,1995,7,1.79769313486232e+308
158,"7/20/99",1,631011,3,2,1,1994,2,4
159,"7/20/99",1,631111,3,2,1,1996,3,4
160,"7/20/99",1,631111,4,2,1,1999,2,4
161,"7/20/99",1,631211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"2/11/99",1,710111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"2/12/99",1,710141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"2/12/99",1,710151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"2/12/99",1,710211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"2/12/99",1,710241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"2/12/99",1,710251,4,2,6,1996,3,4
92,"2/12/99",1,710251,7,6,5,1995,3,4
93,"2/12/99",1,710251,8,6,3,1996,3,4
68,"2/12/99",1,710311,6,2,5,1993,3,4
1.79769313486232e+308,"8/11/99",1,710311,7,2,3,1995,1,4
94,"2/12/99",1,710351,3,2,5,1994,4,4
95,"2/12/99",1,710351,4,2,2,1997,2,4
96,"2/12/99",1,710351,7,6,5,1995,5,4
69,"2/12/99",1,710411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"2/12/99",1,710459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"2/12/99",1,710541,3,5,1,1997,7,1
88,"2/12/99",1,710541,5,2,3,1994,3,4
89,"2/12/99",1,710542,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"2/12/99",1,710611,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"2/12/99",1,710711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"2/12/99",1,710811,3,2,3,1998,4,4
73,"2/12/99",1,710911,2,5,1,1997,2,3
74,"2/12/99",1,710911,3,5,1,1997,2,3
75,"2/12/99",1,710912,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"2/12/99",1,711011,2,2,2,1998,11,4
77,"2/12/99",1,711111,3,2,3,1995,1,4
78,"2/12/99",1,711211,3,2,3,1996,6,4
79,"2/12/99",1,711311,3,2,5,1998,3,4
80,"2/12/99",1,711411,3,5,1,1993,6,3
81,"2/12/99",1,711411,4,6,3,1994,1,4
82,"2/12/99",1,711411,5,2,1,1995,1,3
83,"2/12/99",1,711411,6,5,1,1993,6,3
84,"2/12/99",1,711412,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
131,"6/10/99",1,720111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
153,"6/10/99",1,720141,3,2,5,1995,4,4
154,"6/10/99",1,720141,4,6,5,1995,4,4
159,"6/10/99",1,720151,5,6,5,1994,5,4
132,"6/10/99",1,720212,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"6/10/99",1,720241,1,1,1.79769313486232e+308,1999,2,1.79769313486232e+308
156,"6/10/99",1,720241,3,2,5,1996,4,4
160,"6/10/99",1,720251,3,2,3,1997,11,4
161,"6/10/99",1,720251,6,6,2,1994,5,4
133,"6/10/99",1,720311,3,5,1,1996,4,3
134,"6/10/99",1,720311,4,5,1,1996,4,3
135,"6/10/99",1,720311,5,5,1,1996,4,3
136,"6/10/99",1,720312,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"6/10/99",1,720313,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
162,"6/10/99",1,720351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"6/10/99",1,720411,3,5,1,1996,1,3
139,"6/10/99",1,720412,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"6/10/99",1,720441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"6/10/99",1,720459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
140,"6/10/99",1,720511,1,1,1.79769313486232e+308,1992,10,1.79769313486232e+308
141,"6/10/99",1,720511,4,2,1,1997,6,3
142,"6/10/99",1,720611,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
158,"6/10/99",1,720641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"6/10/99",1,720711,3,1,1.79769313486232e+308,1995,3,1.79769313486232e+308
144,"6/10/99",1,720811,2,5,1,1998,2,3
145,"6/10/99",1,720811,4,2,1,1995,4,3
146,"6/10/99",1,720812,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
147,"6/10/99",1,720911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
148,"6/10/99",1,721011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"6/10/99",1,721111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"6/10/99",1,721211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"6/10/99",1,721311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"6/10/99",1,721411,3,2,3,1994,4,4
70,"8/01/99",1,730111,4,2,3,1998,7,4
98,"8/04/99",1,730141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"8/04/99",1,730151,4,2,3,1996,7,4
71,"8/04/99",1,730211,2,1,1.79769313486232e+308,1995,5,1.79769313486232e+308
99,"8/04/99",1,730241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
109,"8/04/99",1,730251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"8/04/99",1,730311,3,1,1.79769313486232e+308,1996,6,1.79769313486232e+308
100,"8/04/99",1,730341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"8/04/99",1,730351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"8/04/99",1,730411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"8/04/99",1,730441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"8/04/99",1,730459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"8/04/99",1,730511,3,2,3,1999,3,4
102,"8/04/99",1,730541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"8/04/99",1,730611,3,5,2,1994,7,4
76,"8/04/99",1,730612,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"8/04/99",1,730641,1,1,1.79769313486232e+308,1999,6,1.79769313486232e+308
104,"8/04/99",1,730641,3,5,2,1997,6,4
105,"8/04/99",1,730641,4,5,1,1998,6,3
106,"8/04/99",1,730642,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
107,"8/04/99",1,730643,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"8/04/99",1,730711,3,5,2,1998,6,3
78,"8/04/99",1,730712,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"8/04/99",1,730811,3,2,3,1998,9,4
80,"8/04/99",1,730911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"8/04/99",1,731011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/04/99",1,731111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/04/99",1,731211,4,2,3,1995,6,4
84,"8/04/99",1,731311,1,1,1.79769313486232e+308,1993,6,1.79769313486232e+308
85,"8/04/99",1,731311,2,6,1,1997,6,4
86,"8/04/99",1,731411,2,1,1.79769313486232e+308,1994,4,1.79769313486232e+308
87,"8/04/99",1,731411,3,5,1,1993,6,3
88,"8/04/99",1,731411,4,5,1,1993,6,3
89,"8/04/99",1,731411,5,5,1,1993,8,3
90,"8/04/99",1,731411,6,5,1,1993,9,3
91,"8/04/99",1,731411,7,5,1,1993,10,3
92,"8/04/99",1,731411,10,5,1,1993,8,3
93,"8/04/99",1,731411,13,5,1,1993,1.79769313486232e+308,3
1.79769313486232e+308,".",1.79769313486232e+308,731411,14,5,1,1993,1.79769313486232e+308,3
94,"8/04/99",1,731412,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"8/04/99",1,731413,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"8/04/99",1,731414,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"8/04/99",1,731415,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"8/18/99",1,740119,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"8/31/99",1,740149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"8/31/99",1,740159,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"8/31/99",1,740219,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"8/31/99",1,740249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"8/31/99",1,740259,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"8/31/99",1,740319,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"8/31/99",1,740349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"8/31/99",1,740359,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/31/99",1,740419,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"8/31/99",1,740449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"8/31/99",1,740459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"8/31/99",1,740519,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"8/31/99",1,740549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
