"casenum","date","weight_","hhcode","pid","s1_3q3","s1_3q4","s1_3q5","s1_3q6"
107,"2/12/99",1,710251,10,1,1992,9,1.79769313486232e+308
80,"2/12/99",1,710311,12,2,1993,1,2
81,"2/12/99",1,710311,13,1,1996,2,1.79769313486232e+308
82,"2/12/99",1,710311,14,1,1994,2,1.79769313486232e+308
108,"2/12/99",1,710351,8,6,1999,1,5
109,"2/12/99",1,710351,9,7,1997,1,5
83,"2/12/99",1,710411,6,1,1997,2,1.79769313486232e+308
110,"2/12/99",1,710459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"2/12/99",1,710541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"2/12/99",1,710542,2,2,1995,2,3
104,"2/12/99",1,710542,3,1,1996,11,1.79769313486232e+308
84,"2/12/99",1,710611,6,1,1996,2,1.79769313486232e+308
85,"2/12/99",1,710711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"2/12/99",1,710811,6,3,1998,10,3
87,"2/12/99",1,710811,7,1,1995,2,1.79769313486232e+308
88,"2/12/99",1,710911,9,3,1996,1,3
89,"2/12/99",1,710911,10,2,1997,2,5
90,"2/12/99",1,710911,11,1,1998,5,1.79769313486232e+308
91,"2/12/99",1,710912,3,1,1994,8,1.79769313486232e+308
92,"2/12/99",1,710912,4,1,1997,3,1.79769313486232e+308
93,"2/12/99",1,711011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"2/12/99",1,711111,6,4,1995,1,5
95,"2/12/99",1,711211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"2/12/99",1,711311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"2/12/99",1,711411,7,2,1995,1,3
98,"2/12/99",1,711411,8,1,1997,3,1.79769313486232e+308
99,"2/12/99",1,711412,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
140,"6/06/99",1,720111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"6/10/99",1,720141,9,7,1997,6,5
164,"6/10/99",1,720141,10,6,1998,11,5
170,"6/10/99",1,720151,6,2,1993,5,5
171,"6/10/99",1,720151,7,1,1994,5,1.79769313486232e+308
141,"6/10/99",1,720212,2,2,1994,4,5
142,"6/10/99",1,720212,3,1,1996,11,1.79769313486232e+308
165,"6/10/99",1,720241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"6/10/99",1,720251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"6/10/99",1,720311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"6/10/99",1,720312,3,1,1995,4,1.79769313486232e+308
145,"6/10/99",1,720312,4,1,1997,4,1.79769313486232e+308
146,"6/10/99",1,720313,2,2,1994,4,2
147,"6/10/99",1,720313,3,1,1996,4,1.79769313486232e+308
148,"6/10/99",1,720313,4,1,1999,2,1.79769313486232e+308
173,"6/10/99",1,720351,6,2,1994,4,3
174,"6/10/99",1,720351,7,2,1995,4,5
175,"6/10/99",1,720351,8,1,1998,1,1.79769313486232e+308
176,"6/10/99",1,720351,9,1,1997,11,1.79769313486232e+308
149,"6/10/99",1,720411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"6/10/99",1,720412,2,2,1996,4,5
166,"6/10/99",1,720441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
177,"6/10/99",1,720459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"6/10/99",1,720511,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"6/10/99",1,720611,5,1,1995,4,1.79769313486232e+308
153,"6/10/99",1,720611,6,5,1996,10,5
167,"6/10/99",1,720641,6,1,1995,5,1.79769313486232e+308
168,"6/10/99",1,720641,7,1,1997,5,1.79769313486232e+308
169,"6/10/99",1,720641,8,1,1998,5,1.79769313486232e+308
154,"6/10/99",1,720711,7,5,1998,9,5
155,"6/10/99",1,720811,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
156,"6/10/99",1,720812,2,2,1997,4,5
157,"6/10/99",1,720911,7,1,1996,4,1.79769313486232e+308
158,"6/10/99",1,721011,8,1,1997,4,1.79769313486232e+308
159,"6/10/99",1,721111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
160,"6/10/99",1,721211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"6/10/99",1,721311,4,1,1996,11,1.79769313486232e+308
162,"6/10/99",1,721411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/01/99",1,730111,8,1,1993,6,1.79769313486232e+308
84,"8/04/99",1,730111,9,1,1995,6,1.79769313486232e+308
115,"8/04/99",1,730141,3,1,1993,1,1.79769313486232e+308
116,"8/04/99",1,730141,4,1,1996,1,1.79769313486232e+308
126,"8/04/99",1,730151,5,2,1996,6,5
127,"8/04/99",1,730151,6,1,1998,12,1.79769313486232e+308
128,"8/04/99",1,730151,7,2,1993,6,5
129,"8/04/99",1,730151,8,1,1995,6,1.79769313486232e+308
85,"8/04/99",1,730211,5,2,1996,1,3
86,"8/04/99",1,730211,6,1,1997,6,1.79769313486232e+308
87,"8/04/99",1,730211,7,3,1995,5,1
117,"8/04/99",1,730241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
130,"8/04/99",1,730251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"8/04/99",1,730311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
118,"8/04/99",1,730341,5,1,1995,6,1.79769313486232e+308
131,"8/04/99",1,730351,3,2,1998,7,2
132,"8/04/99",1,730351,4,1,1994,11,1.79769313486232e+308
89,"8/04/99",1,730411,4,1,1995,6,1.79769313486232e+308
90,"8/04/99",1,730411,5,1,1997,6,1.79769313486232e+308
119,"8/04/99",1,730441,4,1,1997,6,1.79769313486232e+308
120,"8/04/99",1,730441,5,1,1998,10,1.79769313486232e+308
133,"8/04/99",1,730459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"8/04/99",1,730511,6,1,1994,6,1.79769313486232e+308
121,"8/04/99",1,730541,5,1,1999,2,1.79769313486232e+308
92,"8/04/99",1,730611,7,2,1999,4,3
93,"8/04/99",1,730612,2,2,1993,6,3
94,"8/04/99",1,730612,3,1,1996,6,1.79769313486232e+308
122,"8/04/99",1,730641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
123,"8/04/99",1,730642,2,2,1994,6,3
124,"8/04/99",1,730643,2,2,1996,3,3
125,"8/04/99",1,730643,3,1,1997,9,1.79769313486232e+308
95,"8/04/99",1,730711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"8/04/99",1,730712,2,2,1996,6,3
97,"8/04/99",1,730811,6,1,1995,6,1.79769313486232e+308
98,"8/04/99",1,730911,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"8/04/99",1,731011,3,2,1992,6,5
100,"8/04/99",1,731011,4,1,1994,6,1.79769313486232e+308
101,"8/04/99",1,731011,5,1,1997,6,1.79769313486232e+308
102,"8/04/99",1,731111,6,1,1994,7,1.79769313486232e+308
103,"8/04/99",1,731211,6,2,1995,7,5
104,"8/04/99",1,731211,7,1,1997,6,1.79769313486232e+308
105,"8/04/99",1,731311,4,2,1994,6,3
106,"8/04/99",1,731311,5,1,1995,6,1.79769313486232e+308
107,"8/04/99",1,731311,6,1,1999,2,1.79769313486232e+308
108,"8/04/99",1,731411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
109,"8/04/99",1,731412,5,5,1999,1,5
110,"8/04/99",1,731413,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"8/04/99",1,731414,2,2,1995,6,5
112,"8/04/99",1,731414,3,1,1997,6,1.79769313486232e+308
113,"8/04/99",1,731415,2,2,1993,1,3
114,"8/04/99",1,731415,3,1,1996,6,1.79769313486232e+308
43,"8/18/99",1,740119,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"8/31/99",1,740149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"8/31/99",1,740159,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"8/31/99",1,740219,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"8/31/99",1,740249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"8/31/99",1,740259,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"8/31/99",1,740319,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"8/31/99",1,740349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"8/31/99",1,740359,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/31/99",1,740419,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"8/31/99",1,740449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"8/31/99",1,740459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"8/31/99",1,740519,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"8/31/99",1,740549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"8/31/99",1,740559,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"8/31/99",1,740619,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"8/31/99",1,740719,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"8/31/99",1,740819,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"8/31/99",1,740919,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"8/31/99",1,741019,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
344,"6/25/99",1,810111,7,1,1994,9,1.79769313486232e+308
364,"6/25/99",1,810141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
369,"6/25/99",1,810151,4,1,1992,6,1.79769313486232e+308
370,"6/25/99",1,810151,5,1,1994,5,1.79769313486232e+308
371,"6/25/99",1,810151,6,1,1994,7,1.79769313486232e+308
345,"6/25/99",1,810211,7,2,1998,1,3
346,"6/25/99",1,810211,8,3,1997,1,5
365,"6/25/99",1,810241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
372,"6/25/99",1,810251,8,2,1996,1,2
373,"6/25/99",1,810251,9,1,1997,8,1.79769313486232e+308
347,"6/25/99",1,810311,8,1,1992,11,1.79769313486232e+308
348,"6/25/99",1,810311,9,6,1996,11,3
366,"6/25/99",1,810341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
374,"6/25/99",1,810351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
349,"6/25/99",1,810411,5,1,1993,1,1.79769313486232e+308
367,"6/25/99",1,810441,8,1,1994,2,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,810441,9,3,1995,2,1
375,"6/25/99",1,810459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
368,"6/25/99",1,810541,5,1,1994,4,1.79769313486232e+308
350,"6/25/99",1,810711,4,1,1994,1,1.79769313486232e+308
351,"6/25/99",1,810711,5,1,1997,1,1.79769313486232e+308
352,"6/25/99",1,810811,8,3,1996,2,2
353,"6/25/99",1,811011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
357,"6/25/99",1,811111,5,1,1993,3,1.79769313486232e+308
358,"6/25/99",1,811111,6,1,1995,1,1.79769313486232e+308
359,"6/25/99",1,811111,7,1,1997,12,1.79769313486232e+308
360,"6/25/99",1,811211,9,2,1994,3,3
361,"6/25/99",1,811211,10,1,1998,1,1.79769313486232e+308
362,"6/25/99",1,811212,2,2,1998,11,3
363,"6/25/99",1,811213,2,2,1996,1,2
499,"7/05/99",1,820111,2,2,1994,1.79769313486232e+308,3
500,"7/05/99",1,820111,3,1,1996,1,1.79769313486232e+308
501,"7/05/99",1,820111,5,3,1997,1.79769313486232e+308,3
524,"7/05/99",1,820141,6,1,1995,10,1.79769313486232e+308
531,"7/05/99",1,820151,5,2,1994,10,3
532,"7/05/99",1,820151,6,1,1996,12,1.79769313486232e+308
502,"7/05/99",1,820211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
525,"7/05/99",1,820241,5,1,1994,1,1.79769313486232e+308
533,"7/05/99",1,820251,6,1,1993,12,1.79769313486232e+308
503,"7/05/99",1,820311,5,1,1995,7,1.79769313486232e+308
526,"7/05/99",1,820341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
534,"7/05/99",1,820351,7,1,1998,2,1.79769313486232e+308
504,"7/05/99",1,820411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
505,"7/05/99",1,820412,3,1,1992,12,1.79769313486232e+308
506,"7/05/99",1,820412,4,1,1995,10,1.79769313486232e+308
507,"7/05/99",1,820413,2,2,1994,5,3
527,"7/05/99",1,820441,5,1,1997,12,1.79769313486232e+308
535,"7/05/99",1,820459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
508,"7/05/99",1,820511,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
528,"7/05/99",1,820541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
529,"7/05/99",1,820542,2,2,1996,10,5
530,"7/05/99",1,820542,3,1,1998,4,1.79769313486232e+308
509,"7/05/99",1,820611,5,2,1992,10,5
510,"7/05/99",1,820611,6,1,1993,12,1.79769313486232e+308
511,"7/05/99",1,820612,2,2,1992,10,6
512,"7/05/99",1,820612,3,1,1994,5,1.79769313486232e+308
513,"7/05/99",1,820612,4,1,1996,6,1.79769313486232e+308
514,"7/05/99",1,820613,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
515,"7/05/99",1,820711,10,1,1994,1,1.79769313486232e+308
516,"7/05/99",1,820712,5,1,1996,12,1.79769313486232e+308
517,"7/05/99",1,820811,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
518,"7/05/99",1,820911,5,1,1994,3,1.79769313486232e+308
519,"7/05/99",1,820911,6,1,1997,11,1.79769313486232e+308
520,"7/05/99",1,821011,6,1,1993,3,1.79769313486232e+308
521,"7/05/99",1,821012,2,2,1995,10,3
522,"7/05/99",1,821111,7,2,1998,4,3
523,"7/05/99",1,821211,7,1,1998,6,1.79769313486232e+308
73,"7/11/99",1,830111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"7/11/99",1,830141,4,2,1996,9,3
91,"7/11/99",1,830141,5,1,1998,3,1.79769313486232e+308
95,"7/11/99",1,830151,8,6,1999,2,3
74,"7/11/99",1,830211,4,1,1995,3,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,830211,5,1,1999,2,1.79769313486232e+308
96,"7/11/99",1,830251,4,1,1994,5,1.79769313486232e+308
97,"7/11/99",1,830251,5,1,1996,11,1.79769313486232e+308
75,"7/11/99",1,830311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"7/11/99",1,830341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"7/11/99",1,830351,6,1,1994,2,1.79769313486232e+308
76,"7/11/99",1,830411,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"7/11/99",1,830441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"7/11/99",1,830459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"7/11/99",1,830541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"7/11/99",1,830611,5,1,1993,1,1.79769313486232e+308
78,"7/11/99",1,830711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"7/11/99",1,830811,5,1,1995,2,1.79769313486232e+308
80,"7/11/99",1,830811,6,1,1997,11,1.79769313486232e+308
81,"7/11/99",1,830911,7,1,1995,6,1.79769313486232e+308
82,"7/11/99",1,830911,8,2,1994,1.79769313486232e+308,5
83,"7/11/99",1,830911,9,1,1999,3,1.79769313486232e+308
84,"7/11/99",1,830911,10,3,1994,1.79769313486232e+308,1
85,"7/11/99",1,831011,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"7/11/99",1,831012,2,2,1992,2,3
87,"7/11/99",1,831012,3,1,1993,7,1.79769313486232e+308
88,"7/11/99",1,831111,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"7/11/99",1,831211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
536,"7/05/99",1,910121,13,1,1995,9,1.79769313486232e+308
537,"7/05/99",1,910121,14,2,1993,6,5
538,"7/05/99",1,910121,15,1,1995,5,1.79769313486232e+308
539,"7/05/99",1,910121,16,1,1997,10,1.79769313486232e+308
566,"7/05/99",1,910141,7,1,1996,7,1.79769313486232e+308
577,"7/05/99",1,910151,6,1,1994,7,1.79769313486232e+308
540,"7/05/99",1,910221,8,3,1996,7,1
541,"7/05/99",1,910222,4,1,1997,1,1.79769313486232e+308
567,"7/05/99",1,910241,6,1,1998,9,1.79769313486232e+308
578,"7/05/99",1,910251,5,1,1996,11,1.79769313486232e+308
579,"7/05/99",1,910251,6,6,1994,2,1
542,"7/05/99",1,910321,8,1,1993,9,1.79769313486232e+308
543,"7/05/99",1,910321,9,1,1997,1,1.79769313486232e+308
544,"7/05/99",1,910322,2,2,1993,2,5
545,"7/05/99",1,910322,3,1,1995,5,1.79769313486232e+308
568,"7/05/99",1,910341,4,1,1998,11,1.79769313486232e+308
569,"7/05/99",1,910341,5,4,1998,11,5
580,"7/05/99",1,910351,13,1,1995,6,1.79769313486232e+308
581,"7/05/99",1,910351,14,6,1997,10,3
582,"7/05/99",1,910352,4,1,1995,6,1.79769313486232e+308
546,"7/05/99",1,910421,6,1,1997,10,1.79769313486232e+308
547,"7/05/99",1,910421,7,1,1999,2,1.79769313486232e+308
570,"7/05/99",1,910441,6,1,1996,12,1.79769313486232e+308
571,"7/05/99",1,910441,7,1,1997,2,1.79769313486232e+308
572,"7/05/99",1,910441,8,1,1998,1,1.79769313486232e+308
583,"7/05/99",1,910459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
549,"7/05/99",1,910521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
573,"7/05/99",1,910541,3,2,1993,2,5
574,"7/05/99",1,910541,4,1,1994,12,1.79769313486232e+308
575,"7/05/99",1,910541,5,1,1996,4,1.79769313486232e+308
576,"7/05/99",1,910541,6,1,1998,3,1.79769313486232e+308
550,"7/05/99",1,910622,2,2,1993,1,5
551,"7/05/99",1,910622,3,1,1997,6,1.79769313486232e+308
552,"7/05/99",1,910721,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
553,"7/05/99",1,910722,2,2,1995,11,1.79769313486232e+308
554,"7/05/99",1,910722,3,1,1998,1,1.79769313486232e+308
555,"7/05/99",1,910821,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
556,"7/05/99",1,910822,2,2,1994,6,5
557,"7/05/99",1,910822,3,1,1997,12,1.79769313486232e+308
558,"7/05/99",1,910921,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
559,"7/05/99",1,911021,5,1,1997,2,1.79769313486232e+308
560,"7/05/99",1,911021,6,3,1995,6,1
561,"7/05/99",1,911121,4,2,1996,2,1.79769313486232e+308
562,"7/05/99",1,911121,5,1,1999,2,1.79769313486232e+308
563,"7/05/99",1,911221,7,2,1993,1,5
564,"7/05/99",1,911221,8,1,1994,4,1.79769313486232e+308
565,"7/05/99",1,911221,9,1,1997,2,1.79769313486232e+308
158,"6/07/99",1,920121,4,1,1995,11,1.79769313486232e+308
176,"6/10/99",1,920141,7,1,1995,3,1.79769313486232e+308
159,"6/10/99",1,920221,8,1,1995,2,1.79769313486232e+308
177,"6/10/99",1,920241,7,2,1996,4,2
178,"6/10/99",1,920241,8,1,1997,1,1.79769313486232e+308
179,"6/10/99",1,920241,9,2,1994,3,5
183,"6/10/99",1,920251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,920252,2,2,1995,7,3
184,"6/10/99",1,920252,3,1,1997,10,1.79769313486232e+308
160,"6/10/99",1,920321,6,1,1994,3,1.79769313486232e+308
180,"6/10/99",1,920341,6,2,1995,6,5
185,"6/10/99",1,920351,14,6,1994,3,3
186,"6/10/99",1,920351,15,6,1994,3,3
187,"6/10/99",1,920351,16,4,1997,11,2
1.79769313486232e+308,"8/14/99",1,920352,2,2,1998,2,5
188,"6/10/99",1,920352,3,6,1996,1.79769313486232e+308,2
189,"6/10/99",1,920352,4,6,1998,1.79769313486232e+308,2
190,"6/10/99",1,920352,5,6,1997,1.79769313486232e+308,2
191,"6/10/99",1,920353,2,6,1998,2,2
1.79769313486232e+308,"9/27/99",1,920353,3,6,1998,2,2
161,"6/10/99",1,920421,6,1,1994,9,1.79769313486232e+308
162,"6/10/99",1,920421,7,1,1996,1,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,920421,8,7,1999,2,1.79769313486232e+308
181,"6/10/99",1,920441,3,1,1996,9,1.79769313486232e+308
192,"6/10/99",1,920459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"6/10/99",1,920521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
182,"6/10/99",1,920541,5,4,1995,1,5
164,"6/10/99",1,920621,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"6/10/99",1,920721,7,1,1995,1,1.79769313486232e+308
166,"6/10/99",1,920821,7,2,1998,5,6
168,"6/10/99",1,920921,10,1,1997,2,1.79769313486232e+308
169,"6/10/99",1,920921,11,1,1993,1,1.79769313486232e+308
170,"6/10/99",1,920921,12,1,1996,11,1.79769313486232e+308
171,"6/10/99",1,921021,8,1,1996,2,1.79769313486232e+308
172,"6/10/99",1,921021,9,4,1995,11,3
173,"6/10/99",1,921021,10,4,1995,11,3
174,"6/10/99",1,921121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
175,"6/10/99",1,921221,5,1,1995,9,1.79769313486232e+308
88,"5/13/99",1,930121,4,1,1993,6,1.79769313486232e+308
113,"5/13/99",1,930141,8,3,1993,4,5
120,"5/13/99",1,930151,8,2,1998,4,2
1.79769313486232e+308,"8/16/99",1,930151,9,3,1995,2,3
89,"5/13/99",1,930221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"5/13/99",1,930241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
121,"5/13/99",1,930251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"5/13/99",1,930321,4,1,1996,2,1.79769313486232e+308
115,"5/13/99",1,930341,6,2,1998,2,5
116,"5/13/99",1,930341,7,4,1993,1.79769313486232e+308,1
117,"5/13/99",1,930342,2,2,1993,3,3
1.79769313486232e+308,"8/16/99",1,930342,3,1,1997,1,1.79769313486232e+308
122,"5/13/99",1,930351,5,1,1994,3,1.79769313486232e+308
123,"5/13/99",1,930352,2,2,1994,7,3
1.79769313486232e+308,"8/16/99",1,930352,3,1,1996,2,1.79769313486232e+308
1.79769313486232e+308,"8/16/99",1,930352,4,1,1998,1,1.79769313486232e+308
91,"5/13/99",1,930421,5,1,1997,5,1.79769313486232e+308
118,"5/13/99",1,930441,8,1,1998,1,1.79769313486232e+308
124,"5/13/99",1,930459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"5/13/99",1,930521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
119,"5/13/99",1,930541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
