"hhcode","casenum","date","weight_","pid","respid","s9_4q3a","s9_4q3b","s9_4q4","s9_4q5","s9_4q6"
730211,49,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730241,69,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730251,77,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730311,50,"8/05/99",1,2,2,920,0,400,0,920
730341,70,"8/05/99",1,2,2,900,0,600,0,0
730351,78,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730411,51,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730441,71,"8/05/99",1,2,2,720,0,260,0,720
730459,79,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730511,52,"8/05/99",1,2,2,4000,0,460,0,4000
730541,72,"8/05/99",1,2,2,720,0,260,0,720
730611,53,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730612,54,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730641,73,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730642,74,"8/05/99",1,2,2,435,0,250,0,435
730643,75,"8/05/99",1,2,2,740,0,240,0,740
730711,55,"8/05/99",1,4,2,125,0,125,0,125
730712,56,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
730811,57,"8/05/99",1,2,2,700,0,450,0,700
730911,58,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
731011,59,"8/05/99",1,2,2,700,0,420,0,700
731111,60,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
731211,61,"8/05/99",1,2,2,900,0,250,0,900
731311,62,"8/05/99",1,4,4,740,0,250,0,740
731411,63,"8/05/99",1,12,1,900,0,600,0,0
731412,64,"8/05/99",1,1,1,900,0,600,0,0
731413,65,"8/05/99",1,1,1,5150,0,460,0,5150
731414,66,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
731415,67,"8/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740119,107,"8/23/99",1,2,2,4028,0,460,0,4028
740149,117,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740159,122,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740219,108,"9/01/99",1,1,1,2725,0,0,460,2725
740249,118,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740259,123,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740319,109,"9/01/99",1,2,2,2820,0,460,0,2820
740349,119,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740359,124,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740419,110,"9/01/99",1,2,2,2500,0,460,0,2500
740449,120,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740459,125,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
740519,111,"9/01/99",1,2,2,2665,0,460,0,2665
740549,121,"9/01/99",1,2,2,1500,0,900,500,1500
740559,126,"9/01/99",1,2,2,1500,0,900,500,1500
740619,112,"9/01/99",1,2,2,2615,0,460,0,2615
740719,113,"9/01/99",1,2,2,3567,0,460,0,3567
740819,114,"9/01/99",1,2,2,3674,0,230,0,3674
740919,115,"9/01/99",1,2,2,500,0,500,0,500
741019,116,"9/01/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810111,248,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810141,260,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810151,265,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810211,249,"6/28/99",1,1,1,500,0,12000,11500,0
810241,261,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810251,266,"6/28/99",1,1,1,5000,0,2000,3000,0
810311,250,"6/28/99",1,1,1,40000,0,8000,10000,0
810341,262,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810351,267,"6/28/99",1,1,1,500,0,2000,14000,0
810411,251,"6/28/99",1,1,1,3000,0,2000,1500,0
810441,263,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810459,268,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810541,264,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810711,252,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
810811,253,"6/28/99",1,1,1,800,0,1000,1000,0
810811,254,"6/28/99",1,2,2,208,0,104,0,208
811011,255,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
811111,256,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
811211,257,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
811212,258,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
811213,259,"6/28/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820111,368,"7/12/99",1,1,1,32500,0,20000,0,0
820141,398,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820151,406,"7/12/99",1,1,1,20000,0,2400,0,0
820211,369,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820241,399,"7/12/99",1,1,1,8000,0,4000,0,0
820241,400,"7/12/99",1,3,1,2630,0,520,0,2630
820251,407,"7/12/99",1,3,2,500,0,180,0,500
820251,408,"7/12/99",1,4,2,2160,0,200,0,2160
820311,370,"7/12/99",1,2,2,500,0,500,0,500
820341,401,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820351,409,"7/12/99",1,3,1,1310,0,295,0,1310
820351,410,"7/12/99",1,4,1,900,0,320,0,900
820411,371,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820412,373,"7/12/99",1,2,2,170,0,170,0,170
820412,374,"7/12/99",1,3,3,677,0,280,0,677
820413,375,"7/12/99",1,1,1,1190,0,1190,0,1190
820441,402,"7/12/99",1,1,1,500,0,320,0,360
820459,411,"7/12/99",1,1,1,17000,0,12000,0,0
820459,412,"7/12/99",1,4,4,20000,0,20000,0,0
820511,377,"7/12/99",1,2,1,555,0,555,0,555
820541,404,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820542,405,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820611,378,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820612,379,"7/12/99",1,1,1,125,0,125,0,125
820612,380,"7/12/99",1,2,2,1250,0,1010,0,1250
820613,381,"7/12/99",1,2,2,3432,0,160,0,3432
820711,382,"7/12/99",1,1,1,10000,0,5000,0,0
820711,383,"7/12/99",1,2,2,752,0,315,0,752
820712,384,"7/12/99",1,1,1,4875,0,1050,0,4875
820811,385,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
820911,386,"7/12/99",1,2,2,856,0,210,0,856
821011,387,"7/12/99",1,1,1,6728,0,2400,0,6728
821011,388,"7/12/99",1,2,2,1450,0,1450,0,250
821011,390,"7/12/99",1,3,3,2546,0,682,0,2546
821011,391,"7/12/99",1,5,4,2878,0,215,0,2878
821011,392,"7/12/99",1,6,5,4600,0,1140,0,4600
821012,393,"7/12/99",1,1,1,500,0,3000,6910,0
821012,394,"7/12/99",1,2,2,300,0,2500,7400,0
821111,395,"7/12/99",1,2,2,780,0,30,0,780
821211,396,"7/12/99",1,2,2,3649,0,920,0,3649
821211,397,"7/12/99",1,6,6,3247,0,500,0,3247
830111,52,"7/13/99",1,3,3,520,0,56,0,520
830141,68,"7/13/99",1,1,1,2335,0,555,0,2335
830141,69,"7/13/99",1,4,4,644,0,170,0,644
830151,73,"7/13/99",1,1,1,5000,0,5700,60000,0
830211,53,"7/13/99",1,1,2,245,0,0,0,245
830251,74,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
830311,54,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
830341,70,"7/13/99",1,2,2,1130,0,435,0,1130
830351,75,"7/13/99",1,1,1,4000,0,3000,0,0
830351,76,"7/13/99",1,2,2,260,0,260,0,260
830411,55,"7/13/99",1,2,2,367,0,367,0,367
830441,71,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
830459,77,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
830541,72,"7/13/99",1,2,2,1135,0,345,0,1135
830611,56,"7/13/99",1,2,2,320,0,260,0,320
830711,57,"7/13/99",1,1,1,3000,0,5000,10000,0
830811,58,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
830911,59,"7/13/99",1,2,1,2160,0,340,0,2160
830911,60,"7/13/99",1,3,1,100,0,0,0,100
830911,61,"7/13/99",1,4,1,245,0,0,0,245
831011,62,"7/13/99",1,2,2,610,0,120,0,610
831011,63,"7/13/99",1,7,7,2900,0,560,0,2900
831012,65,"7/13/99",1,1,1,8000,0,4000,0,0
831012,64,"7/13/99",1,3,3,4368,0,1804,0,4368
831111,66,"7/13/99",1,2,2,660,0,0,0,660
831211,67,"7/13/99",1,2,2,1040,0,490,0,1040
910121,413,"7/12/99",1,1,1,4220,0,1200,0,1820
910141,432,"7/12/99",1,2,2,60,0,60,0,60
910151,437,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
910221,414,"7/12/99",1,1,8,412,0,412,0,412
910221,415,"7/12/99",1,8,8,260,0,260,0,260
910222,416,"7/12/99",1,1,1,2450,0,450,0,450
910241,433,"7/12/99",1,2,2,585,0,260,0,585
910251,438,"7/12/99",1,1,1,2500,0,2500,0,0
910321,417,"7/12/99",1,1,1,5225,0,5225,0,0
910322,418,"7/12/99",1,2,2,575,0,225,0,575
910341,434,"7/12/99",1,1,1,10000,0,10000,0,0
910351,1.79769313486232e+308,"12/1/99",1,3,3,300,0,0,0,300
910351,1.79769313486232e+308,"12/1/99",1,4,4,11306,0,1000,0,1306
910352,440,"7/12/99",1,1,1,50000,0,12000,0,0
910421,419,"7/12/99",1,1,1,1210,0,710,0,1210
910441,435,"7/12/99",1,1,1,40000,0,12000,0,0
910459,441,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
910521,421,"7/12/99",1,1,1,1136,0,436,0,436
910541,436,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
910622,423,"7/12/99",1,1,1,1040,0,260,0,1040
910622,422,"7/12/99",1,2,2,560,0,225,0,560
910721,424,"7/12/99",1,1,2,860,0,200,0,510
910722,425,"7/12/99",1,2,2,25,0,25,0,25
910821,426,"7/12/99",1,1,1,580,0,225,0,580
910822,427,"7/12/99",1,1,1,440,0,440,0,440
910921,428,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
911021,429,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
911121,430,"7/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
911221,431,"7/12/99",1,1,1,20000,0,20000,0,50
920121,117,"6/09/99",1,2,2,1285,0,280,0,1285
920141,129,"6/13/99",1,2,2,1523,0,230,0,1523
920221,118,"6/13/99",1,1,1,1030,0,412,0,1030
920241,130,"6/13/99",1,7,7,1031,0,896,0,1031
920251,135,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
920252,136,"6/13/99",1,1,1,861,0,275,0,861
920321,119,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
920341,132,"6/13/99",1,1,1,195,0,160,0,195
920351,137,"6/13/99",1,2,2,1650,0,700,0,0
920352,138,"6/13/99",1,1,1,2200,0,1700,0,2200
920353,139,"6/13/99",1,1,1,3400,0,1200,0,0
920421,120,"6/13/99",1,1,1,4000,0,4000,0,4000
920441,133,"6/13/99",1,2,2,1465,0,385,0,1465
920459,140,"6/13/99",1,2,2,622,0,524,0,622
920521,121,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
920541,134,"6/13/99",1,4,4,255,0,255,0,0
920621,122,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
920721,123,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
920821,124,"6/13/99",1,3,3,2000,0,2000,0,0
920921,125,"6/13/99",1,1,1,4361,0,1150,0,2561
921021,126,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
921121,127,"6/13/99",1,2,2,1550,0,160,0,550
921221,128,"6/13/99",1,2,2,1195,0,595,0,595
930121,60,"5/31/99",1,2,2,1411,0,350,0,1411
930141,76,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930151,82,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930221,61,"5/31/99",1,2,1,1600,0,350,1000,600
930241,77,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930251,83,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930321,64,"5/31/99",1,2,1,1425,0,350,0,1425
930341,78,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930342,79,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930351,84,"5/31/99",1,2,2,160,0,160,0,160
930352,85,"5/31/99",1,2,2,1698,0,750,800,898
930421,65,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930441,80,"5/31/99",1,2,1,154,0,154,0,154
930459,86,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930521,66,"5/31/99",1,2,2,455,0,455,0,455
930541,81,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930621,67,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930721,68,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
930821,69,"5/31/99",1,2,1,1421,0,750,600,821
930921,70,"5/31/99",1,2,2,2473,0,900,1200,1273
931021,71,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
931022,72,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
931121,73,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
931221,74,"5/31/99",1,6,6,1050,600,350,0,1650
931222,75,"5/31/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010121,57,"5/23/99",1,2,2,608,0,250,0,608
1010141,68,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010151,72,"5/27/99",1,5,5,310,0,250,0,310
1010152,73,"5/27/99",1,1,1,164,0,104,0,164
1010153,80,"9/11/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010221,58,"5/27/99",1,2,2,358,0,105,0,358
1010241,76,"9/11/99",1,2,2,1230,0,200,0,1230
1010251,74,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010321,59,"5/27/99",1,2,2,1260,0,230,250,1010
1010341,69,"5/27/99",1,2,2,350,0,100,0,350
1010351,75,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010421,60,"5/27/99",1,1,1,6000,0,1200,5000,0
1010422,61,"5/27/99",1,2,2,280,0,250,0,280
1010441,70,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010459,76,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010542,71,"5/27/99",1,2,2,530,0,730,200,30
1010621,62,"5/27/99",1,2,2,579,0,125,0,579
1010821,63,"5/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1010921,64,"5/27/99",1,2,2,175,0,100,0,175
1011021,65,"5/27/99",1,2,2,420,0,170,0,420
1011121,66,"5/27/99",1,8,1,360,0,110,0,360
1011221,67,"5/27/99",1,1,1,6000,0,1200,0,0
1020121,70,"9/11/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020122,106,"6/03/99",1,2,2,700,0,300,0,700
1020123,107,"6/08/99",1,2,2,700,0,300,0,700
1020141,121,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020151,127,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020221,108,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020241,122,"6/08/99",1,2,2,900,0,450,0,900
1020251,128,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020321,109,"6/08/99",1,2,2,950,0,250,0,950
1020341,123,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020351,129,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020421,110,"6/08/99",1,3,3,700,0,300,0,700
1020422,111,"6/08/99",1,1,1,2000,0,2000,0,0
1020441,124,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020459,130,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1020521,112,"6/08/99",1,2,1,380,0,380,0,380
1020541,125,"6/08/99",1,1,1,5000,0,1200,0,2400
1020541,126,"6/08/99",1,2,1,864,0,432,0,864
1020621,113,"6/08/99",1,1,1,1000,0,0,0,1000
1020622,114,"6/08/99",1,2,2,260,0,0,260,260
1020721,115,"6/08/99",1,2,2,700,0,700,0,700
1020821,116,"6/08/99",1,1,1,2676,0,490,0,2676
1020921,117,"6/08/99",1,2,2,420,0,420,0,420
1021021,118,"6/08/99",1,2,2,700,0,300,0,700
1021121,119,"6/08/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1021221,120,"6/08/99",1,2,1,730,0,280,0,730
1030121,102,"8/12/99",1,1,1,750,0,350,0,750
1030141,115,"8/12/99",1,2,2,890,0,320,0,890
1030151,121,"8/12/99",1,1,1,9600,0,2400,0,0
1030221,103,"8/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1030222,104,"8/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1030241,116,"8/12/99",1,2,2,1510,0,450,0,1510
1030251,122,"8/12/99",1,1,1,10000,0,1200,0,0
1030321,105,"8/12/99",1,2,2,710,0,210,0,710
1030341,117,"8/12/99",1,5,5,490,0,370,0,490
