"casenum","date","weight_","hhcode","misc","miscde","s7_6q2","s7_6q3","s7_6q4"
568,"8/11/99",1,1031221,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
569,"8/11/99",1,1031221,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
570,"8/11/99",1,1031221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
1,"5/17/99",1,1110121,1,"Fuel",1,3,1500
2,"5/18/99",1,1110121,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
3,"5/18/99",1,1110121,3,"Vegetables",1,1,50
4,"5/18/99",1,1110121,4,"Fish",1,5,50
5,"5/18/99",1,1110121,5,"Fodder",1,5,100
6,"5/18/99",1,1110121,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
85,"5/18/99",1,1110141,1,"Fuel",1,4,1200
86,"5/18/99",1,1110141,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
87,"5/18/99",1,1110141,3,"Vegetables",1,1,300
88,"5/18/99",1,1110141,4,"Fish",1,5,200
89,"5/18/99",1,1110141,5,"Fodder",1,5,100
90,"5/18/99",1,1110141,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
115,"5/18/99",1,1110151,1,"Fuel",1,4,4000
116,"5/18/99",1,1110151,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
117,"5/18/99",1,1110151,3,"Vegetables",1,1,200
118,"5/18/99",1,1110151,4,"Fish",1,5,700
119,"5/18/99",1,1110151,5,"Fodder",1,5,250
120,"5/18/99",1,1110151,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
121,"5/18/99",1,1110152,1,"Fuel",1,4,2400
122,"5/18/99",1,1110152,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
123,"5/18/99",1,1110152,3,"Vegetables",1,1,200
124,"5/18/99",1,1110152,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
125,"5/18/99",1,1110152,5,"Fodder",1,5,100
126,"5/18/99",1,1110152,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
7,"5/18/99",1,1110221,1,"Fuel",1,4,2000
8,"5/18/99",1,1110221,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
9,"5/18/99",1,1110221,3,"Vegetables",1,4,1.79769313486232e+308
10,"5/18/99",1,1110221,4,"Fish",1,5,5000
11,"5/18/99",1,1110221,5,"Fodder",1,5,100
12,"5/18/99",1,1110221,6,"Crops collected",1,3,150
91,"5/18/99",1,1110241,1,"Fuel",1,4,500
92,"5/18/99",1,1110241,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
93,"5/18/99",1,1110241,3,"Vegetables",1,1,100
94,"5/18/99",1,1110241,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
95,"5/18/99",1,1110241,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
96,"5/18/99",1,1110241,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
127,"5/18/99",1,1110251,1,"Fuel",1,3,600
128,"5/18/99",1,1110251,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
129,"5/18/99",1,1110251,3,"Vegetables",1,3,150
130,"5/18/99",1,1110251,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
131,"5/18/99",1,1110251,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
132,"5/18/99",1,1110251,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
13,"5/18/99",1,1110321,1,"Fuel",1,3,2555
14,"5/18/99",1,1110321,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
15,"5/18/99",1,1110321,3,"Vegetables",1,3,50
16,"5/18/99",1,1110321,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
17,"5/18/99",1,1110321,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
18,"5/18/99",1,1110321,6,"Crops collected",1,3,113
97,"5/18/99",1,1110341,1,"Fuel",1,4,1800
98,"5/18/99",1,1110341,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
99,"5/18/99",1,1110341,3,"Vegetables",1,1,200
100,"5/18/99",1,1110341,4,"Fish",1,5,200
101,"5/18/99",1,1110341,5,"Fodder",1,5,40
102,"5/18/99",1,1110341,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
133,"5/18/99",1,1110351,1,"Fuel",1,4,2400
134,"5/18/99",1,1110351,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
135,"5/18/99",1,1110351,3,"Vegetables",1,1,200
136,"5/18/99",1,1110351,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
137,"5/18/99",1,1110351,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
138,"5/18/99",1,1110351,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
19,"5/18/99",1,1110421,1,"Fuel",1,3,3000
20,"5/18/99",1,1110421,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
21,"5/18/99",1,1110421,3,"Vegetables",1,1,300
22,"5/18/99",1,1110421,4,"Fish",1,5,1000
23,"5/18/99",1,1110421,5,"Fodder",1,5,400
24,"5/18/99",1,1110421,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
103,"5/18/99",1,1110441,1,"Fuel",1,3,1400
104,"5/18/99",1,1110441,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
105,"5/18/99",1,1110441,3,"Vegetables",1,1,50
106,"5/18/99",1,1110441,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
107,"5/18/99",1,1110441,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
108,"5/18/99",1,1110441,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
139,"5/18/99",1,1110459,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
140,"5/18/99",1,1110459,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
141,"5/18/99",1,1110459,3,"Vegetables",1,1,100
142,"5/18/99",1,1110459,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
143,"5/18/99",1,1110459,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
144,"5/18/99",1,1110459,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
25,"5/18/99",1,1110521,1,"Fuel",2,6,200
26,"5/18/99",1,1110521,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
27,"5/18/99",1,1110521,3,"Vegetables",1,1,100
28,"5/18/99",1,1110521,4,"Fish",1,5,50
29,"5/18/99",1,1110521,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
30,"5/18/99",1,1110521,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
109,"5/18/99",1,1110541,1,"Fuel",1,3,1200
110,"5/18/99",1,1110541,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
111,"5/18/99",1,1110541,3,"Vegetables",1,1,100
112,"5/18/99",1,1110541,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
113,"5/18/99",1,1110541,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
114,"5/18/99",1,1110541,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
31,"5/18/99",1,1110621,1,"Fuel",1,3,1000
32,"5/18/99",1,1110621,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
33,"5/18/99",1,1110621,3,"Vegetables",1,1,200
34,"5/18/99",1,1110621,4,"Fish",1,5,100
35,"5/18/99",1,1110621,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
36,"5/18/99",1,1110621,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
37,"5/18/99",1,1110721,1,"Fuel",1,4,1000
38,"5/18/99",1,1110721,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
39,"5/18/99",1,1110721,3,"Vegetables",1,1,200
40,"5/18/99",1,1110721,4,"Fish",1,5,300
41,"5/18/99",1,1110721,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
42,"5/18/99",1,1110721,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
43,"5/18/99",1,1110821,1,"Fuel",1,3,2400
44,"5/18/99",1,1110821,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
45,"5/18/99",1,1110821,3,"Vegetables",1,1,200
46,"5/18/99",1,1110821,4,"Fish",1,5,250
47,"5/18/99",1,1110821,5,"Fodder",1,5,100
48,"5/18/99",1,1110821,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
49,"5/18/99",1,1110921,1,"Fuel",1,3,2000
50,"5/18/99",1,1110921,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
51,"5/18/99",1,1110921,3,"Vegetables",1,3,100
52,"5/18/99",1,1110921,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
53,"5/18/99",1,1110921,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
54,"5/18/99",1,1110921,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
55,"5/18/99",1,1111021,1,"Fuel",1,3,700
56,"5/18/99",1,1111021,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
57,"5/18/99",1,1111021,3,"Vegetables",1,1,125
58,"5/18/99",1,1111021,4,"Fish",1,5,500
59,"5/18/99",1,1111021,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
60,"5/18/99",1,1111021,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
61,"5/18/99",1,1111022,1,"Fuel",1,3,1200
62,"5/18/99",1,1111022,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
63,"5/18/99",1,1111022,3,"Vegetables",1,1,100
64,"5/18/99",1,1111022,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
65,"5/18/99",1,1111022,5,"Fodder",1,5,50
66,"5/18/99",1,1111022,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
67,"5/18/99",1,1111121,1,"Fuel",1,3,1200
68,"5/18/99",1,1111121,2,"House construction materi",1,1,1500
69,"5/18/99",1,1111121,3,"Vegetables",1,3,100
70,"5/18/99",1,1111121,4,"Fish",1,5,100
71,"5/18/99",1,1111121,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
72,"5/18/99",1,1111121,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
73,"5/18/99",1,1111221,1,"Fuel",1,4,1500
74,"5/18/99",1,1111221,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
75,"5/18/99",1,1111221,3,"Vegetables",1,1,50
76,"5/18/99",1,1111221,4,"Fish",1,5,200
77,"5/18/99",1,1111221,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
78,"5/18/99",1,1111221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
79,"5/18/99",1,1111222,1,"Fuel",1,4,1300
80,"5/18/99",1,1111222,2,"House construction materi",1,1,200
81,"5/18/99",1,1111222,3,"Vegetables",1,1,150
82,"5/18/99",1,1111222,4,"Fish",1,5,150
83,"5/18/99",1,1111222,5,"Fodder",1,5,150
84,"5/18/99",1,1111222,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
301,"7/24/99",1,1120121,1,"Fuel",1,4,1000
302,"7/24/99",1,1120121,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
303,"7/24/99",1,1120121,3,"Vegetables",1,1,125
304,"7/24/99",1,1120121,4,"Fish",1,5,300
305,"7/24/99",1,1120121,5,"Fodder",1,5,150
306,"7/24/99",1,1120121,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
391,"7/24/99",1,1120141,1,"Fuel",1,4,400
392,"7/24/99",1,1120141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
393,"7/24/99",1,1120141,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
394,"7/24/99",1,1120141,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
395,"7/24/99",1,1120141,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
396,"7/24/99",1,1120141,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
397,"7/24/99",1,1120142,1,"Fuel",1,4,700
398,"7/24/99",1,1120142,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
399,"7/24/99",1,1120142,3,"Vegetables",1,1,100
400,"7/24/99",1,1120142,4,"Fish",1,5,150
401,"7/24/99",1,1120142,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
402,"7/24/99",1,1120142,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
427,"7/24/99",1,1120151,1,"Fuel",1,4,1500
428,"7/24/99",1,1120151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
429,"7/24/99",1,1120151,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
430,"7/24/99",1,1120151,4,"Fish",1,5,500
431,"7/24/99",1,1120151,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
432,"7/24/99",1,1120151,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
307,"7/24/99",1,1120221,1,"Fuel",1,4,1300
308,"7/24/99",1,1120221,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
309,"7/24/99",1,1120221,3,"Vegetables",1,1,50
310,"7/24/99",1,1120221,4,"Fish",1,5,250
311,"7/24/99",1,1120221,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
312,"7/24/99",1,1120221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
403,"7/24/99",1,1120241,1,"Fuel",1,3,1000
404,"7/24/99",1,1120241,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
405,"7/24/99",1,1120241,3,"Vegetables",1,1,250
406,"7/24/99",1,1120241,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
407,"7/24/99",1,1120241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
408,"7/24/99",1,1120241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
433,"7/24/99",1,1120251,1,"Fuel",1,3,1400
434,"7/24/99",1,1120251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
435,"7/24/99",1,1120251,3,"Vegetables",1,1,300
436,"7/24/99",1,1120251,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
437,"7/24/99",1,1120251,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
438,"7/24/99",1,1120251,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
313,"7/24/99",1,1120321,1,"Fuel",1,4,700
314,"7/24/99",1,1120321,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
315,"7/24/99",1,1120321,3,"Vegetables",1,3,250
316,"7/24/99",1,1120321,4,"Fish",1,5,200
317,"7/24/99",1,1120321,5,"Fodder",1,5,300
318,"7/24/99",1,1120321,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
409,"7/24/99",1,1120341,1,"Fuel",1,4,300
410,"7/24/99",1,1120341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
411,"7/24/99",1,1120341,3,"Vegetables",1,1,200
412,"7/24/99",1,1120341,4,"Fish",1,5,500
413,"7/24/99",1,1120341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
414,"7/24/99",1,1120341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
439,"7/24/99",1,1120351,1,"Fuel",1,3,1200
440,"7/24/99",1,1120351,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
441,"7/24/99",1,1120351,3,"Vegetables",1,1,200
442,"7/24/99",1,1120351,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
443,"7/24/99",1,1120351,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
444,"7/24/99",1,1120351,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
319,"7/24/99",1,1120421,1,"Fuel",1,3,1200
320,"7/24/99",1,1120421,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
321,"7/24/99",1,1120421,3,"Vegetables",1,1,50
322,"7/24/99",1,1120421,4,"Fish",1,5,250
323,"7/24/99",1,1120421,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
324,"7/24/99",1,1120421,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
415,"7/24/99",1,1120441,1,"Fuel",1,4,1200
416,"7/24/99",1,1120441,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
417,"7/24/99",1,1120441,3,"Vegetables",1,1,100
418,"7/24/99",1,1120441,4,"Fish",1,5,300
419,"7/24/99",1,1120441,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
420,"7/24/99",1,1120441,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
445,"7/24/99",1,1120459,1,"Fuel",1,4,1400
446,"7/24/99",1,1120459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
447,"7/24/99",1,1120459,3,"Vegetables",1,1,200
448,"7/24/99",1,1120459,4,"Fish",1,5,400
449,"7/24/99",1,1120459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
450,"7/24/99",1,1120459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
325,"7/24/99",1,1120521,1,"Fuel",1,4,1500
326,"7/24/99",1,1120521,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
327,"7/24/99",1,1120521,3,"Vegetables",1,1,150
328,"7/24/99",1,1120521,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
329,"7/24/99",1,1120521,5,"Fodder",1,5,150
330,"7/24/99",1,1120521,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
331,"7/24/99",1,1120522,1,"Fuel",1,3,1000
332,"7/24/99",1,1120522,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
333,"7/24/99",1,1120522,3,"Vegetables",1,1,200
334,"7/24/99",1,1120522,4,"Fish",1,1,100
335,"7/24/99",1,1120522,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
336,"7/24/99",1,1120522,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
421,"7/24/99",1,1120541,1,"Fuel",1,3,1200
422,"7/24/99",1,1120541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
423,"7/24/99",1,1120541,3,"Vegetables",1,3,200
424,"7/24/99",1,1120541,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
425,"7/24/99",1,1120541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
426,"7/24/99",1,1120541,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
337,"7/24/99",1,1120621,1,"Fuel",1,4,1400
338,"7/24/99",1,1120621,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
339,"7/24/99",1,1120621,3,"Vegetables",1,1,200
340,"7/24/99",1,1120621,4,"Fish",1,5,400
341,"7/24/99",1,1120621,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
342,"7/24/99",1,1120621,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
343,"7/24/99",1,1120622,1,"Fuel",1,4,500
344,"7/24/99",1,1120622,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
345,"7/24/99",1,1120622,3,"Vegetables",1,3,100
346,"7/24/99",1,1120622,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
347,"7/24/99",1,1120622,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
348,"7/24/99",1,1120622,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
349,"7/24/99",1,1120721,1,"Fuel",1,3,1300
350,"7/24/99",1,1120721,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
351,"7/24/99",1,1120721,3,"Vegetables",1,3,200
352,"7/24/99",1,1120721,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
353,"7/24/99",1,1120721,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
354,"7/24/99",1,1120721,6,"Crops collected",1,3,500
355,"7/24/99",1,1120821,1,"Fuel",1,3,1400
356,"7/24/99",1,1120821,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
357,"7/24/99",1,1120821,3,"Vegetables",1,3,200
358,"7/24/99",1,1120821,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
359,"7/24/99",1,1120821,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
360,"7/24/99",1,1120821,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
361,"7/24/99",1,1120921,1,"Fuel",1,3,1400
362,"7/24/99",1,1120921,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
363,"7/24/99",1,1120921,3,"Vegetables",1,1,200
364,"7/24/99",1,1120921,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
365,"7/24/99",1,1120921,5,"Fodder",1,1,200
366,"7/24/99",1,1120921,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
367,"7/24/99",1,1121021,1,"Fuel",1,3,1200
368,"7/24/99",1,1121021,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
369,"7/24/99",1,1121021,3,"Vegetables",1,4,250
370,"7/24/99",1,1121021,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
371,"7/24/99",1,1121021,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
372,"7/24/99",1,1121021,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
373,"7/24/99",1,1121121,1,"Fuel",1,4,1000
374,"7/24/99",1,1121121,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
375,"7/24/99",1,1121121,3,"Vegetables",1,1,1.79769313486232e+308
376,"7/24/99",1,1121121,4,"Fish",1,5,250
377,"7/24/99",1,1121121,5,"Fodder",1,5,100
378,"7/24/99",1,1121121,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
379,"7/24/99",1,1121122,1,"Fuel",1,4,1000
380,"7/24/99",1,1121122,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
381,"7/24/99",1,1121122,3,"Vegetables",1,3,250
382,"7/24/99",1,1121122,4,"Fish",1,1,50
383,"7/24/99",1,1121122,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
384,"7/24/99",1,1121122,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
385,"7/24/99",1,1121221,1,"Fuel",1,3,1400
386,"7/24/99",1,1121221,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
387,"7/24/99",1,1121221,3,"Vegetables",1,1,100
388,"7/24/99",1,1121221,4,"Fish",1,5,60
389,"7/24/99",1,1121221,5,"Fodder",1,5,75
390,"7/24/99",1,1121221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
1,"7/07/99",1,1130121,1,"Fuel",1,4,2000
2,"7/07/99",1,1130121,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
3,"7/07/99",1,1130121,3,"Vegetables",1,1,150
4,"7/07/99",1,1130121,4,"Fish",1,5,300
5,"7/07/99",1,1130121,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
6,"7/07/99",1,1130121,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
76,"7/07/99",1,1130141,1,"Fuel",1,3,1200
77,"7/07/99",1,1130141,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
78,"7/07/99",1,1130141,3,"Vegetables",1,3,200
79,"7/07/99",1,1130141,4,"Fish",1,5,500
80,"7/07/99",1,1130141,5,"Fodder",1,5,200
81,"7/07/99",1,1130141,6,"Crops collected",1,3,900
100,"7/07/99",1,1130151,1,"Fuel",1,4,700
101,"7/07/99",1,1130151,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
102,"7/07/99",1,1130151,3,"Vegetables",1,1,1200
103,"7/07/99",1,1130151,4,"Fish",1,5,500
104,"7/07/99",1,1130151,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
105,"7/07/99",1,1130151,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
106,"7/07/99",1,1130152,1,"Fuel",1,4,700
107,"7/07/99",1,1130152,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
108,"7/07/99",1,1130152,3,"Vegetables",1,1,100
109,"7/07/99",1,1130152,4,"Fish",1,5,250
110,"7/07/99",1,1130152,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
111,"7/07/99",1,1130152,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
112,"7/07/99",1,1130153,1,"Fuel",1,4,900
113,"7/07/99",1,1130153,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
114,"7/07/99",1,1130153,3,"Vegetables",1,1,80
115,"7/07/99",1,1130153,4,"Fish",1,5,125
116,"7/07/99",1,1130153,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
117,"7/07/99",1,1130153,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
7,"7/07/99",1,1130221,1,"Fuel",1,4,1000
8,"7/07/99",1,1130221,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
9,"7/07/99",1,1130221,3,"Vegetables",1,1,125
10,"7/07/99",1,1130221,4,"Fish",1,5,200
11,"7/07/99",1,1130221,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
12,"7/07/99",1,1130221,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
118,"7/07/99",1,1130251,1,"Fuel",1,4,1400
119,"7/07/99",1,1130251,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
120,"7/07/99",1,1130251,3,"Vegetables",1,1,150
121,"7/07/99",1,1130251,4,"Fish",1,5,200
122,"7/07/99",1,1130251,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
123,"7/07/99",1,1130251,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
124,"7/07/99",1,1130252,1,"Fuel",1,4,1100
125,"7/07/99",1,1130252,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
126,"7/07/99",1,1130252,3,"Vegetables",1,1,100
127,"7/07/99",1,1130252,4,"Fish",1,5,150
128,"7/07/99",1,1130252,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
129,"7/07/99",1,1130252,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
13,"7/07/99",1,1130321,1,"Fuel",1,3,2000
14,"7/07/99",1,1130321,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
15,"7/07/99",1,1130321,3,"Vegetables",1,1,220
16,"7/07/99",1,1130321,4,"Fish",1,5,500
17,"7/07/99",1,1130321,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
18,"7/07/99",1,1130321,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
82,"7/07/99",1,1130341,1,"Fuel",1,4,2800
83,"7/07/99",1,1130341,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
84,"7/07/99",1,1130341,3,"Vegetables",1,1,200
85,"7/07/99",1,1130341,4,"Fish",1,5,250
86,"7/07/99",1,1130341,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
87,"7/07/99",1,1130341,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
130,"7/07/99",1,1130351,1,"Fuel",1,4,1800
131,"7/07/99",1,1130351,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
132,"7/07/99",1,1130351,3,"Vegetables",1,1,200
133,"7/07/99",1,1130351,4,"Fish",1,5,300
